"Rk","Player","Age","Team","Pos","GP","G","A","PTS","+/-","PIM","EVG","PPG","SHG","GWG","EVA","PPA","SHA","SOG","SPCT","TSA","TOI","ATOI","FOW","FOL","FO%","BLK","HIT","TAKE","GIVE","Primary Key"
139,Michael Bunting,29,PIT,LW,43,13,12,25,-13,42,5,8,0,1,8,4,0,84,15.0,173,643.12,14.95,4,4,50.0,9,48,9,22,buntimi01
140,Zach Hyman,32,EDM,LW,38,14,11,25,7,16,9,5,0,5,7,4,0,104,13.0,186,728.77,19.18,1,2,33.3,13,34,9,24,hymanza01
141,Adam Lowry,31,WPG,LW,44,10,15,25,16,14,10,0,0,4,13,0,2,61,16.0,117,686.45,15.6,386,360,51.7,36,83,15,27,lowryad01
142,Brock Nelson,33,NYI,C,42,12,13,25,1,6,9,1,2,2,13,0,0,105,11.0,200,802.22,19.1,345,296,53.8,22,17,19,26,nelsobr01
143,Ryan O'Reilly,33,NSH,C,39,12,13,25,-15,11,6,6,0,3,10,3,0,72,16.0,129,737.27,18.9,358,293,55.0,37,13,15,31,oreilry01
144,Jack Roslovic,28,CAR,C,44,17,8,25,-2,4,16,1,0,2,7,1,0,84,20.0,164,631.33,14.35,39,44,47.0,12,7,15,36,rosloja01
145,Steven Stamkos,34,NSH,C,42,12,13,25,-14,22,5,7,0,3,8,5,0,88,13.0,181,755.18,17.98,203,211,49.0,25,34,10,22,stamkst01
146,William Cuylle,22,NYR,LW,42,11,13,24,8,21,10,0,1,1,12,1,0,77,14.0,132,624.07,14.87,7,10,41.2,22,156,6,25,cuyllwi01
147,Ryan Donato,28,CHI,C,42,13,11,24,-7,26,12,1,0,2,7,4,0,102,12.0,182,621.37,14.8,103,126,45.0,6,76,15,15,donatry01
148,Pavel Dorofeyev,24,VEG,LW,43,16,8,24,-5,10,9,7,0,3,8,0,0,126,12.0,200,695.65,16.18,0,4,0.0,24,11,12,31,dorofpa01
149,Kent Johnson,22,CBJ,C,29,11,13,24,-6,6,9,1,1,1,4,8,1,55,20.0,107,507.27,17.5,0,4,0.0,8,1,12,27,johnske01
150,Alexis Lafreniere,23,NYR,LW,42,11,13,24,-12,20,9,2,0,2,13,0,0,101,10.0,185,749.65,17.85,10,15,40.0,13,58,13,31,lafreal01
151,Joshua Norris,25,OTT,C,42,15,9,24,-10,28,9,5,1,4,4,5,0,82,18.0,149,786.0,18.72,311,264,54.1,36,112,11,24,norrijo01
152,Ryan Nugent-Hopkins,31,EDM,C,42,11,13,24,0,10,6,5,0,3,8,5,0,87,12.0,156,807.28,19.22,114,91,55.6,26,14,17,22,nugenry01
153,Colton Parayko,31,STL,D,44,8,16,24,0,6,6,1,1,2,15,0,1,82,9.0,166,1073.57,24.4,0,0,,107,67,19,61,parayco01
154,Nick Paul,29,TBL,LW,35,11,13,24,1,20,10,1,0,2,9,3,1,59,18.0,117,577.63,16.5,210,211,49.9,16,31,9,21,paulni01
155,Jake Sanderson,22,OTT,D,42,2,22,24,-14,6,1,1,0,1,6,14,2,87,2.0,193,1020.37,24.3,0,0,,85,25,33,52,sandeja01
156,Brayden Schenn,33,STL,C,44,8,16,24,-2,37,7,1,0,4,15,1,0,87,9.0,159,774.92,17.62,326,329,49.8,31,100,9,30,schenbr01
157,Ryan Strome,31,ANA,C,43,7,17,24,-2,25,7,0,0,2,13,4,0,76,9.0,144,724.35,16.85,269,374,41.8,26,26,10,39,stromry01
158,Frank Vatrano,30,ANA,LW,42,11,13,24,-5,28,9,2,0,1,11,2,0,132,8.0,230,750.7,17.87,5,10,33.3,31,110,7,23,vatrafr01
159,Matty Beniers,22,SEA,C,44,8,15,23,6,8,7,1,0,0,13,2,0,80,10.0,173,784.88,17.83,292,335,46.6,36,22,14,37,beniema01
160,Matthew Coronato,22,CGY,RW,37,10,13,23,11,13,8,2,0,1,6,7,0,89,11.0,171,618.68,16.72,25,32,43.9,14,18,10,32,coronma01
161,Jake Evans,28,MTL,C,42,10,13,23,7,8,7,0,3,4,12,0,1,39,25.0,91,657.68,15.67,280,276,50.4,23,59,7,32,evansja02
162,Warren Foegele,28,LAK,LW,41,11,12,23,19,8,11,0,0,4,12,0,0,92,12.0,172,650.13,15.85,10,7,58.8,26,35,22,32,foegewa01
163,Scott Laughton,30,PHI,C,44,9,14,23,-9,12,8,0,1,1,13,0,1,76,11.0,135,634.48,14.42,106,118,47.3,24,102,12,31,laughsc01
164,Brandon Montour,30,SEA,D,43,8,15,23,-2,35,5,3,0,1,12,3,0,124,6.0,291,1020.3,23.73,0,0,,49,48,13,50,montobr01
165,Nino Niederreiter,32,WPG,RW,44,11,12,23,17,18,10,1,0,1,8,4,0,88,12.0,151,635.3,14.43,14,17,45.2,23,86,7,30,niedeni01
166,Cole Perfetti,23,WPG,C,44,7,16,23,12,8,4,3,0,1,10,6,0,75,9.0,143,662.08,15.05,13,33,28.3,30,35,11,27,perfeco01
167,Travis Sanheim,28,PHI,D,44,6,17,23,3,28,6,0,0,0,14,2,1,82,7.0,179,1082.85,24.62,0,0,,101,36,29,63,sanhetr01
168,Cole Sillinger,21,CBJ,C,41,7,16,23,-14,29,4,2,1,1,14,1,1,98,7.0,162,716.53,17.48,210,209,50.1,23,55,16,36,sillico01
169,Juraj Slafkovsky,20,MTL,LW,39,4,19,23,-10,12,3,1,0,0,14,5,0,48,8.0,119,651.02,16.7,3,7,30.0,27,93,6,33,slafkju01
170,Jordan Staal,36,CAR,C,44,9,14,23,10,12,7,0,2,2,14,0,0,63,14.0,111,678.8,15.43,435,365,54.4,23,72,4,28,staaljo01
171,Tyler Bertuzzi,29,CHI,LW,44,14,8,22,-24,39,8,6,0,0,6,2,0,68,20.0,136,700.02,15.92,8,10,44.4,18,41,15,27,bertuty01
172,Bowen Byram,23,BUF,D,43,5,17,22,3,20,5,0,0,2,16,1,0,50,10.0,106,1008.65,23.45,0,0,,65,45,13,40,byrambo01
173,Brandt Clarke,21,LAK,D,41,3,19,22,9,28,1,2,0,0,14,5,0,81,3.0,159,715.43,17.45,0,0,,74,14,17,41,clarkbr02
174,Blake Coleman,33,CGY,C,42,9,13,22,0,14,7,2,0,2,12,0,1,99,9.0,190,730.17,17.38,29,23,55.8,37,83,21,45,colembl01
175,Evgenii Dadonov,35,DAL,RW,42,12,10,22,12,4,8,4,0,0,10,0,0,73,16.0,127,590.6,14.07,0,0,,20,25,4,30,dadonev01
176,Kevin Fiala,28,LAK,LW,40,14,8,22,-10,28,9,5,0,2,2,6,0,111,12.0,234,730.07,18.25,10,12,45.5,17,24,17,44,fialake01
177,Morgan Frost,25,PHI,C,40,10,12,22,-10,14,9,1,0,2,6,6,0,72,13.0,124,594.23,14.85,241,240,50.1,31,28,17,29,frostmo01
178,Matt Grzelcyk,31,PIT,D,45,1,21,22,-13,6,1,0,0,0,13,8,0,53,1.0,143,908.63,20.2,0,0,,59,20,15,39,grzelma01
179,Taylor Hall,33,CHI,LW,43,8,14,22,-17,16,7,1,0,1,12,2,0,77,10.0,160,650.87,15.13,29,37,43.9,27,23,23,39,hallta02
180,Simon Holmstrom,23,NYI,RW,37,9,13,22,2,6,8,1,0,0,10,2,1,42,21.0,105,611.17,16.52,0,2,0.0,28,10,5,24,holmssi01
181,Owen Power,22,BUF,D,43,5,17,22,-8,12,5,0,0,0,17,0,0,76,6.0,166,959.53,22.32,0,0,,67,15,16,40,powerow01
182,MacKenzie Weegar,31,CGY,D,42,5,17,22,8,18,3,2,0,0,10,6,1,91,5.0,232,982.92,23.4,0,0,,93,113,25,78,weegama01
183,Connor Zary,23,CGY,C,40,10,12,22,-6,10,9,1,0,2,4,8,0,83,12.0,163,652.1,16.3,81,144,36.0,20,20,7,27,zaryco01
184,Kaapo Kakko,23,SEA,RW,41,7,15,22,9,20,5,2,0,1,13,2,0,62,11.0,115,573.88,14.0,38,38,50.0,10,39,8,24,kakkoka01
185,Dylan Cozens,23,BUF,C,43,9,12,21,-17,45,8,1,0,1,11,1,0,95,9.0,173,749.22,17.42,328,341,49.0,29,87,10,39,cozendy01
186,Phillip Danault,31,LAK,C,40,3,18,21,5,10,3,0,0,1,17,0,1,62,4.0,123,708.0,17.7,322,274,54.0,34,36,13,45,danauph01
187,Noah Dobson,25,NYI,D,42,5,16,21,-3,14,5,0,0,0,9,6,1,127,3.0,263,1012.38,24.1,0,0,,77,35,25,61,dobsono01
188,Adam Fantilli,20,CBJ,C,43,10,11,21,-8,10,8,2,0,1,9,2,0,85,11.0,171,709.67,16.5,200,282,41.5,31,62,14,48,fantiad01
189,Noah Hanifin,28,VEG,D,43,6,15,21,5,10,5,1,0,1,14,1,0,82,7.0,160,929.32,21.62,0,0,,72,27,17,61,hanifno01
190,Thomas Harley,23,DAL,D,40,6,15,21,22,8,6,0,0,1,13,2,0,92,6.0,197,888.67,22.22,0,0,,52,16,11,56,harleth01
191,Brett Howden,26,VEG,C,43,15,6,21,9,20,14,0,1,3,6,0,0,73,20.0,115,656.23,15.27,82,80,50.6,34,80,17,22,howdebr01
192,Artturi Lehkonen,29,COL,LW,32,15,6,21,14,12,13,1,1,3,5,1,0,71,21.0,136,687.78,21.5,4,6,40.0,21,16,7,24,lehkoar01
193,Elias Lindholm,30,BOS,C,45,7,14,21,-6,10,6,1,0,2,8,5,1,71,9.0,152,814.62,18.1,425,353,54.6,48,76,13,23,lindhel01
194,Ryan McLeod,25,BUF,C,43,7,14,21,4,8,7,0,0,0,14,0,0,44,15.0,93,667.12,15.52,312,278,52.9,19,13,13,32,mcleory01
195,Dawson Mercer,23,NJD,C,45,10,11,21,10,12,7,2,1,2,10,1,0,76,13.0,143,796.3,17.7,13,17,43.3,31,27,14,33,merceda01
196,Jake Neighbours,22,STL,LW,44,11,10,21,-2,30,7,4,0,1,8,2,0,80,13.0,121,720.6,16.38,4,10,28.6,30,106,7,31,neighja01
197,Jean-Gabriel Pageau,32,NYI,C,40,9,12,21,7,14,7,1,1,1,10,1,1,73,12.0,128,694.2,17.35,262,185,58.6,26,87,10,26,pageaje01
198,Alex Pietrangelo,35,VEG,D,40,3,18,21,17,6,3,0,0,1,16,0,2,77,3.0,184,906.13,22.65,0,0,,70,31,14,62,pietral01
199,Eric Robinson,29,CAR,LW,44,10,11,21,8,8,10,0,0,1,11,0,0,54,18.0,105,529.02,12.02,6,14,30.0,7,64,2,20,robiner01
200,Kiefer Sherwood,29,VAN,RW,42,13,8,21,4,16,12,0,1,3,7,1,0,83,15.0,156,618.73,14.73,16,18,47.1,17,249,16,19,sherwki01
201,Pavel Zacha,27,BOS,C,45,9,12,21,-3,15,8,0,1,3,11,1,0,84,10.0,152,854.45,18.98,207,178,53.8,11,26,15,29,zachapa01
202,Quinton Byfield,22,LAK,C,41,9,11,20,7,20,8,1,0,2,10,1,0,78,11.0,169,740.87,18.07,181,236,43.4,12,37,15,32,byfiequ01
203,J.T. Compher,29,DET,LW,41,6,14,20,1,10,3,3,0,2,11,3,0,52,11.0,89,682.53,16.65,247,289,46.1,30,11,10,24,comphj.01
204,Sean Couturier,32,PHI,C,42,7,13,20,-3,21,7,0,0,1,12,1,0,75,9.0,132,721.68,17.18,373,289,56.3,27,30,13,40,coutuse01
205,Aaron Ekblad,28,FLA,D,41,2,18,20,3,39,2,0,0,1,9,7,2,76,2.0,211,964.57,23.53,0,0,,55,59,14,38,ekblaaa01
206,Brock Faber,22,MIN,D,41,5,15,20,13,13,4,1,0,1,9,6,0,53,9.0,142,1023.62,24.97,0,0,,54,15,14,54,faberbr01
207,Tyson Foerster,23,PHI,RW,43,12,8,20,-6,35,9,3,0,1,8,0,0,69,17.0,131,659.17,15.33,0,1,0.0,19,28,5,20,foersty01
208,Cutter Gauthier,21,ANA,LW,43,7,13,20,0,12,5,2,0,2,9,4,0,88,8.0,206,626.43,14.57,8,24,25.0,19,38,10,55,gauthcu01
209,Morgan Geekie,26,BOS,C,40,10,10,20,-4,10,8,2,0,2,7,3,0,80,12.0,152,617.82,15.45,75,96,43.9,14,65,16,29,geekimo01
210,Jackson LaCombe,24,ANA,D,36,8,12,20,3,4,7,1,0,0,10,2,0,70,11.0,126,725.03,20.13,0,0,,60,28,19,36,lacomja01
211,Jordan Martinook,32,CAR,LW,44,8,12,20,13,8,8,0,0,1,11,0,1,71,11.0,142,674.55,15.33,24,21,53.3,31,52,8,25,martijo01
212,Mike Matheson,30,MTL,D,40,2,18,20,-3,33,1,1,0,0,11,7,0,79,2.0,193,983.78,24.6,0,0,,83,25,34,48,mathemi01
213,Charlie McAvoy,27,BOS,D,45,5,15,20,2,44,3,1,1,1,13,2,0,86,5.0,180,1066.05,23.68,0,0,,77,86,22,64,mcavoch01
214,Vladislav Namestnikov,32,WPG,C,43,9,11,20,11,28,8,1,0,1,5,6,0,44,20.0,81,628.95,14.63,194,212,47.8,29,52,9,19,namesvl01
215,Dmitry Orlov,33,CAR,D,44,4,16,20,16,12,4,0,0,1,15,1,0,73,5.0,184,883.03,20.07,0,0,,30,61,13,50,orlovdm01
216,Morgan Rielly,30,TOR,D,44,5,15,20,-14,17,4,1,0,2,9,6,0,73,6.0,166,941.7,21.4,0,0,,62,17,9,54,riellmo01
217,Tyler Seguin,33,DAL,C,19,9,11,20,14,2,6,3,0,2,11,0,0,43,20.0,88,308.18,16.22,87,80,52.1,6,4,4,12,seguity01
218,Reilly Smith,33,NYR,RW,41,8,12,20,3,12,7,0,1,2,10,2,0,66,12.0,115,642.67,15.67,1,0,100.0,24,31,14,29,smithre01
219,Logan Stankoven,21,DAL,C,40,4,16,20,0,2,3,1,0,3,13,3,0,111,3.0,184,622.88,15.57,48,53,47.5,14,25,9,27,stanklo01
220,Devon Toews,30,COL,D,40,5,15,20,11,14,5,0,0,2,15,0,0,72,6.0,171,974.08,24.35,0,0,,52,20,14,41,toewsde01
221,Alexander Wennberg,30,SJS,C,44,8,12,20,-12,8,5,3,0,2,7,5,0,54,14.0,112,814.1,18.5,302,325,48.2,43,19,20,24,wennbal01
222,Shane Wright,21,SEA,C,41,8,12,20,-1,12,3,5,0,2,8,4,0,40,20.0,94,547.83,13.37,188,207,47.6,29,31,7,39,wrighsh01
223,Joel Armia,31,MTL,RW,42,7,12,19,4,16,6,0,1,0,9,3,0,62,11.0,139,619.03,14.73,2,8,20.0,21,55,11,19,armiajo01
224,Mikael Backlund,35,CGY,C,42,9,10,19,7,22,8,1,0,3,7,3,0,112,8.0,215,813.83,19.38,407,439,48.1,21,22,26,38,backlmi01
225,Justin Brazeau,26,BOS,F,43,10,9,19,-4,14,6,4,0,2,8,1,0,64,15.0,108,590.85,13.73,3,9,25.0,18,70,9,30,brazeju01
226,Bobby Brink,23,PHI,RW,41,4,15,19,-8,10,4,0,0,1,13,2,0,56,7.0,102,550.28,13.42,7,12,36.8,14,55,7,20,brinkbo01
227,Connor Brown,31,EDM,RW,43,6,13,19,4,4,5,0,1,1,12,0,1,59,10.0,109,581.87,13.53,10,12,45.5,24,10,18,30,brownco02
228,Noah Cates,25,PHI,LW,40,9,10,19,8,4,8,1,0,1,10,0,0,49,18.0,99,561.03,14.03,224,229,49.4,22,43,10,8,catesno01
229,Thomas Chabot,28,OTT,D,42,3,16,19,10,12,3,0,0,0,12,4,0,95,3.0,243,974.95,23.22,0,0,,68,32,20,55,chaboth01
230,Vince Dunn,28,SEA,D,24,8,11,19,-6,14,7,1,0,2,7,4,0,49,16.0,109,522.02,21.75,0,0,,32,19,8,34,dunnvi02
231,Ryker Evans,23,SEA,D,42,5,14,19,1,16,4,1,0,0,12,2,0,45,11.0,120,837.12,19.93,0,0,,67,65,7,42,evansry01
232,Nick Foligno,37,CHI,LW,43,11,8,19,-15,22,9,2,0,1,7,1,0,62,17.0,106,724.35,16.85,177,166,51.6,23,119,10,25,foligni01
233,Miro Heiskanen,25,DAL,D,42,5,14,19,10,10,5,0,0,0,9,5,0,95,5.0,248,1064.92,25.35,0,0,,73,13,26,52,heiskmi01
234,Keegan Kolesar,27,VEG,RW,43,10,9,19,8,30,10,0,0,2,8,0,1,52,19.0,96,583.58,13.57,3,3,50.0,29,135,8,20,koleske01
235,Mason Lohrei,24,BOS,D,40,2,17,19,-15,12,2,0,0,0,8,9,0,37,5.0,114,726.27,18.15,0,0,,50,9,16,50,lohrema01
236,Ondrej Palat,33,NJD,LW,44,10,9,19,4,6,10,0,0,1,8,1,0,60,16.0,115,606.3,13.78,4,13,23.5,33,75,18,32,palaton01
237,Ivan Provorov,28,CBJ,D,43,3,16,19,3,14,2,1,0,0,13,2,1,51,5.0,150,1008.23,23.45,0,0,,61,11,17,52,provoiv01
238,Evan Rodrigues,31,FLA,C,44,8,11,19,-6,18,6,2,0,1,9,2,0,80,10.0,162,690.03,15.68,39,55,41.5,13,68,13,34,rodriev01
239,Pius Suter,28,VAN,F,41,11,8,19,3,6,10,1,0,3,8,0,0,64,17.0,111,665.35,16.23,158,189,45.5,21,22,13,16,suterpi01
240,Maxim Tsyplakov,26,NYI,F,42,7,12,19,9,26,7,0,0,1,10,2,0,59,11.0,145,680.88,16.22,7,8,46.7,20,97,16,49,tsyplma01
241,Rasmus Andersson,28,CGY,D,42,6,12,18,-9,34,4,2,0,1,9,3,0,79,7.0,194,1022.48,24.35,0,0,,105,18,22,58,anderra01
242,Andrew Copp,30,DET,C,42,8,10,18,5,6,8,0,0,1,10,0,0,48,16.0,84,603.0,14.35,228,213,51.7,24,6,16,26,coppan01
243,Mattias Ekholm,34,EDM,D,43,6,12,18,15,14,3,3,0,1,11,1,0,98,6.0,236,982.53,22.85,0,0,,62,32,21,53,ekholma01
244,Joel Eriksson Ek,28,MIN,C,30,7,11,18,10,8,5,2,0,0,8,3,0,77,9.0,127,574.58,19.15,259,271,48.9,20,54,9,19,eriksjo02
245,Adam Gaudette,28,OTT,C,41,13,5,18,6,6,10,3,0,2,5,0,0,51,25.0,96,449.63,10.97,77,73,51.3,18,33,4,23,gaudead01
246,Samuel Girard,26,COL,D,42,2,16,18,6,10,2,0,0,1,15,1,0,55,3.0,130,889.15,21.17,0,0,,67,38,10,52,girarsa01
247,Barrett Hayton,24,UTA,C,42,8,10,18,6,19,7,1,0,3,9,1,0,59,13.0,132,649.2,15.45,286,241,54.3,26,13,7,24,haytoba01
248,Luke Hughes,21,NJD,D,36,3,15,18,-2,6,3,0,0,1,10,5,0,57,5.0,147,709.45,19.7,0,0,,23,11,17,40,hughelu01
249,William Karlsson,32,VEG,C,34,7,11,18,8,0,6,0,1,3,9,2,0,79,8.0,162,585.63,17.22,255,179,58.8,27,12,9,30,karlswi01
250,Alex Killorn,35,ANA,C,43,8,10,18,4,22,8,0,0,2,7,3,0,64,12.0,150,743.07,17.28,7,7,50.0,11,42,6,32,killoal01
251,Jesperi Kotkaniemi,24,CAR,C,44,6,12,18,4,28,6,0,0,0,11,1,0,70,8.0,120,608.48,13.83,203,204,49.9,20,41,10,32,kotkaje01
252,Mason McTavish,22,ANA,C,37,6,12,18,-5,26,4,2,0,0,8,4,0,73,8.0,141,603.38,16.3,234,240,49.4,23,37,5,23,mctavma01
253,Trevor Moore,29,LAK,LW,32,6,12,18,2,2,5,0,1,1,12,0,0,64,9.0,137,540.68,16.9,0,4,0.0,12,30,14,14,mooretr01
254,Darnell Nurse,29,EDM,D,40,4,14,18,8,26,3,0,1,1,13,1,0,104,3.0,203,867.68,21.7,0,0,,67,68,12,34,nurseda01
255,Tanner Pearson,32,VEG,LW,43,8,10,18,11,4,7,0,1,0,10,0,0,54,14.0,108,523.93,12.18,4,10,28.6,23,55,10,20,pearsta01
256,Taylor Raddysh,26,WSH,RW,43,4,14,18,1,6,4,0,0,1,14,0,0,51,7.0,107,557.68,12.97,5,11,31.3,15,36,5,30,raddyta01
257,Damon Severson,30,CBJ,D,40,6,12,18,0,14,6,0,0,1,12,0,0,63,9.0,134,844.57,21.12,0,0,,70,23,19,56,severda01
258,Teddy Blueger,30,VAN,C,42,5,12,17,-5,21,5,0,0,0,12,0,0,47,10.0,89,619.52,14.75,265,254,51.1,23,63,13,25,bluegte01
259,Jesper Boqvist,26,FLA,C,41,9,8,17,-5,10,8,0,1,2,8,0,0,43,20.0,78,536.0,13.07,62,86,41.9,14,95,9,18,boqvije01
260,Filip Chytil,25,NYR,C,33,10,7,17,6,10,9,1,0,1,6,1,0,72,13.0,135,463.27,14.03,150,182,45.2,7,12,8,16,chytifi01
261,Gustav Forsling,28,FLA,D,44,6,11,17,20,10,5,0,1,1,10,0,1,111,5.0,240,1015.15,23.07,0,0,,47,41,21,39,forslgu02
262,Brendan Gallagher,32,MTL,RW,42,10,7,17,-4,17,7,3,0,1,6,1,0,72,13.0,154,581.87,13.85,0,3,0.0,16,46,7,29,gallabr01
263,Frederick Gaudreau,31,MIN,C,44,7,10,17,1,6,6,1,0,1,10,0,0,62,11.0,113,654.75,14.88,266,258,50.8,26,20,11,25,gaudrfr01
264,Emil Heineman,23,MTL,LW,41,10,7,17,2,14,7,3,0,0,6,1,0,46,21.0,103,456.98,11.15,0,6,0.0,18,101,6,17,heineem01
265,Luke Kunin,27,SJS,C,45,10,7,17,-9,33,10,0,0,0,7,0,0,65,15.0,132,678.28,15.07,117,121,49.2,50,116,6,22,kuninlu01
266,Andrew Mangiapane,28,WSH,LW,42,10,7,17,5,10,9,0,1,2,6,1,0,51,19.0,99,555.72,13.23,4,0,100.0,14,35,9,32,mangian01
267,Bobby McMann,28,TOR,F,36,12,5,17,6,12,11,1,0,3,5,0,0,87,13.0,139,510.85,14.18,4,9,30.8,11,60,14,16,mcmanbo02
268,Valeri Nichushkin,29,COL,RW,21,11,6,17,6,4,9,2,0,0,6,0,0,52,21.0,95,412.2,19.63,3,3,50.0,10,18,3,17,nichuva01
269,Gustav Nyquist,35,NSH,RW,41,7,10,17,-15,8,6,0,1,0,10,0,0,52,13.0,128,716.1,17.47,9,8,52.9,18,18,9,41,nyquigu01
270,Mathieu Olivier,27,CBJ,F,43,10,7,17,-6,81,9,0,1,3,7,0,0,52,19.0,93,605.32,14.08,9,15,37.5,49,154,13,24,olivima01
271,Jack Quinn,23,BUF,RW,36,8,9,17,-13,8,6,2,0,2,3,6,0,64,12.0,141,545.02,15.13,0,4,0.0,15,20,5,26,quinnja01
272,Rasmus Sandin,24,WSH,D,43,4,13,17,13,6,3,1,0,0,11,2,0,42,9.0,125,831.37,19.33,0,0,,67,52,15,37,sandira01
273,Eeli Tolvanen,25,SEA,RW,44,10,7,17,-6,6,9,1,0,1,4,3,0,72,13.0,145,598.9,13.62,2,4,33.3,32,129,5,25,tolvaee01
274,Alex Vlasic,23,CHI,D,44,2,15,17,-11,6,1,1,0,0,7,8,0,69,2.0,128,1044.88,23.75,0,0,,87,30,28,49,vlasial01
275,Josh Anderson,30,MTL,RW,42,7,9,16,-3,48,6,0,1,0,9,0,0,56,12.0,109,594.0,14.15,18,8,69.2,21,96,7,20,anderjo05
276,Jonas Brodin,31,MIN,D,31,4,12,16,10,6,4,0,0,1,11,0,1,54,7.0,117,719.65,23.22,0,0,,67,17,13,38,brodijo01
277,Andre Burakovsky,29,SEA,LW,41,4,12,16,-8,6,4,0,0,0,9,3,0,64,6.0,124,606.85,14.8,2,0,100.0,16,19,8,17,burakan01
278,Brent Burns,39,CAR,D,44,4,12,16,-1,12,4,0,0,0,11,1,0,96,4.0,258,942.92,21.43,0,0,,62,8,24,62,burnsbr01
279,Paul Cotter,25,NJD,C,45,10,6,16,-4,39,10,0,0,2,6,0,0,54,18.0,120,606.28,13.47,23,18,56.1,20,151,10,25,cottepa01
280,Simon Edvinsson,21,DET,D,38,4,12,16,6,20,4,0,0,1,12,0,0,45,8.0,117,785.32,20.67,0,0,,68,38,10,48,edvinsi01
